LIMIT_BAL,AGE,INCOME,UTILIZATION,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,risk_level
437167,66,128837,0.44,6,3,7,5,3,7,58910,115614,265909,109462,175392,439623,140897,37724,37390,141621,139616,191860,1
480294,60,74323,0.61,3,6,5,1,-1,1,267396,165866,245473,251268,58746,152083,35926,172012,84669,78147,56021,170715,1
281617,23,74665,0.64,-2,-1,3,1,3,0,133311,472706,486991,176469,286442,304438,95702,4828,105091,72174,190849,161873,1
104918,63,158091,0.59,0,8,8,7,0,1,408141,335107,493635,366274,80329,238977,35368,152520,42856,135032,2957,148022,1
981105,64,145528,0.06,5,7,3,-2,8,-2,384650,381304,238677,363792,823,118383,125276,196455,121070,40009,176194,175906,2
57711,57,107844,0.78,-1,0,-1,1,2,-1,326227,183437,361831,320141,116769,78375,178118,189686,119070,50479,17097,127346,2
267972,44,74450,0.79,6,0,6,3,8,4,2627,259378,432853,451329,364530,34717,174903,114655,106997,74434,143467,59328,2
371574,21,111674,0.1,6,4,1,0,1,-1,61353,324498,247157,204090,469200,407775,105377,34228,150293,47872,131437,196652,2
768687,18,82181,0.74,1,7,1,1,3,0,270402,124891,398251,469521,466670,330162,78565,39508,35118,116495,53525,124698,2
280314,23,18441,0.5,1,0,6,5,4,0,5150,14923,313624,342285,78725,282393,147885,139536,83890,87338,87940,169672,1
800506,48,146991,0.01,2,0,0,5,8,4,72706,420384,152655,77031,343213,450353,21474,147665,3779,61740,133864,160531,1
939037,18,186222,0.69,5,0,0,8,8,0,397009,426897,437500,425880,189467,305520,181124,121672,16736,76779,98679,196982,1
578258,22,184266,0.46,1,0,-2,6,2,4,233893,315750,356080,390893,347083,422007,89840,184156,30455,21785,62241,144906,1
308989,36,28710,0.13,6,2,5,4,7,6,110950,12158,239993,101676,360371,3860,96224,176668,101188,125584,175098,82807,2
381679,22,76439,0.18,0,6,3,5,-1,8,356812,26144,350723,324224,496079,418044,170356,126234,7568,41975,10636,173446,0
923002,22,113715,0.76,6,2,6,7,3,0,199918,253080,97655,326614,257329,260242,51356,190202,11034,84843,143291,111478,2
171315,66,55187,0.95,-2,0,5,5,5,-2,20111,353821,347084,301708,275484,322057,46878,136437,90455,34592,85946,30634,2
424255,48,76737,0.16,5,7,3,-1,2,5,59049,143004,483259,120105,172259,275117,164343,153957,30995,64908,16973,158169,2
353874,61,176788,0.4,4,-1,8,8,5,2,204231,370476,159999,151865,111608,71684,188458,123829,126033,41779,72525,66504,1
525384,24,198523,0.32,7,1,7,7,0,1,114982,109480,106141,355045,270156,123008,46524,88296,182450,4728,1286,101207,1
718745,32,50626,0.59,5,3,8,2,0,6,197876,207138,111136,441239,139043,277981,26465,40279,49898,17863,62960,108914,1
173252,68,111975,0.2,-1,-2,-1,7,4,1,195231,49275,272137,370936,209547,335624,18821,85939,185995,35483,177139,152318,0
187022,30,122716,0.58,7,5,1,6,6,2,160418,43586,22560,261922,477481,354938,179859,186753,73423,122381,179206,47751,1
806590,29,58250,0.83,4,5,1,7,3,7,473827,154874,291277,354284,284936,128033,88114,21254,121954,6375,110582,153032,2
254583,36,83286,0.64,1,5,2,0,5,-1,427216,40953,185160,265797,23140,173479,85207,67386,167572,86377,15376,117211,1
990902,30,86850,0.19,-2,3,4,0,8,7,485587,66893,288724,346796,421820,447432,192929,182925,100539,91142,140232,171529,0
992781,44,64905,0.75,0,1,5,5,8,3,325438,429025,312012,47207,50471,457764,70647,179093,100893,190349,185559,3472,2
732121,55,163942,0.46,2,-1,0,-1,-2,1,431552,409739,398726,489965,292660,265746,6341,63489,18232,128654,165822,199021,1
245507,50,60313,0.11,1,3,-2,-2,3,-2,485029,41909,190588,231592,467658,153945,28815,73808,169486,33758,165778,189640,1
113944,23,78959,0.33,5,-1,-1,5,5,0,239769,279396,494937,404591,94280,414172,84515,144956,65726,24295,156048,169728,1
999037,30,47716,0.24,-1,6,4,2,6,4,289221,413062,472629,405616,192576,154965,174040,186555,73920,183120,140586,58440,0
515718,30,158510,0.84,5,6,6,3,-2,4,32939,94681,481741,237900,474050,311584,95505,126534,152024,86566,186042,120833,2
157437,30,143381,0.23,7,-1,1,-1,6,8,213082,372251,98212,413202,325475,313922,74111,73028,58852,42687,6806,94526,2
176794,37,155704,0.51,7,2,-2,4,2,8,440236,85459,439916,373048,307964,151898,57144,166887,184643,81832,83452,77165,1
384267,53,18371,0.65,2,8,3,3,6,0,181656,97515,232744,347994,382508,149239,21622,113084,39490,39421,127977,94287,1
335024,54,62340,0.06,-1,-2,8,1,-1,0,449829,26279,231373,391770,412332,434846,73967,81664,107370,75926,174821,189099,0
484969,62,134960,0.14,7,5,6,1,-2,2,376370,170657,473842,426813,388556,219801,10984,185683,178300,49419,23092,40649,2
924261,26,29754,0.79,5,6,1,3,0,-2,102121,296825,326220,285386,414935,154980,75974,15090,146652,122357,72936,114298,2
706921,34,46296,0.34,-2,1,5,3,-1,8,11118,482088,60913,237162,229022,269605,153775,194308,174348,169600,134679,8163,1
103205,52,112706,0.7,2,2,2,-2,7,3,90807,194524,35353,345624,426870,283741,139811,103289,153586,27481,124997,138608,2
156948,69,61531,0.76,-2,7,-1,2,7,0,94205,401817,256900,324284,102805,128077,36793,114765,13626,144767,37232,195809,2
371954,35,112469,0.64,-2,2,6,6,-1,4,205438,254482,458681,470952,220382,33470,177290,66140,173245,104171,14451,197188,1
425233,42,197430,0.58,8,7,7,1,-2,8,269886,297437,439775,359884,194734,405367,187050,17287,92479,76727,86886,46511,1
638770,32,162355,0.5,8,-2,0,2,5,2,156474,253263,160474,268736,320588,83493,165447,16508,23927,168139,19247,109991,1
381336,40,123426,0.39,-1,-1,-2,1,-1,2,390518,481011,497834,31879,3487,125641,3505,191635,28512,188697,127650,78794,1
661442,18,160439,0.15,5,-1,7,-2,1,1,391379,162816,496951,415015,342926,214563,149026,196708,75128,57937,144411,161168,2
660354,58,33753,0.97,7,6,6,2,-1,8,274461,491683,480144,159426,206212,115654,28003,156932,29133,173124,119036,129899,2
268480,55,45779,0.64,1,4,4,6,4,7,360730,137605,237832,10696,174448,149006,199013,11938,196894,104167,146256,67795,1
565985,35,186005,0.19,2,-1,3,1,7,8,307527,200480,247722,430768,52283,43085,197627,172718,142495,182469,99397,161399,1
733690,18,153418,0.84,-2,3,-2,6,-2,-1,400953,177302,93496,227083,285126,209514,139357,22051,83841,198259,107659,164865,2
459355,56,51538,0.82,6,7,-2,8,1,-1,215016,416926,99088,77527,216102,426099,165333,152958,199107,129149,31584,177410,2
178514,27,189284,0.75,2,7,8,0,3,-2,164403,487400,51480,350871,226047,13614,153231,114464,118064,96141,6425,85599,2
869409,48,104488,0.12,7,1,3,5,4,6,21147,297934,132137,39758,280477,330274,149624,66193,52488,29931,194341,145312,2
54983,55,48859,0.02,-1,1,2,1,8,2,340309,102576,51197,27946,173578,360411,170059,89714,79259,27718,61659,134950,0
745269,24,126838,0.71,7,7,7,3,6,8,297542,227920,266120,56422,466075,2875,36738,49726,198360,90472,33008,144170,2
245552,55,173117,0.2,4,-2,1,7,-1,8,252575,277555,83657,198886,299629,380117,90733,91517,75018,103928,108298,86793,2
361173,25,104919,0.84,7,6,6,0,2,4,300917,367518,489923,107850,70014,21153,191105,114515,123094,92377,116009,19914,2
726689,51,106522,0.67,3,0,-2,1,3,5,175242,441264,432066,202855,309675,62555,130922,59202,107714,199147,137248,77220,1
696956,26,126594,0.37,1,3,3,7,6,0,332800,263800,185138,314526,381643,393843,3349,83041,153501,28388,124756,99896,1
217806,42,126925,0.49,5,8,7,2,8,8,270382,215408,379324,480750,355523,463560,53814,99102,20321,23538,182423,175651,1
879269,44,114147,0.5,7,-2,-1,1,-2,7,499834,222168,284695,295756,247309,434268,177862,12913,93464,94386,112929,36786,1
779714,58,144707,0.38,7,2,5,2,8,5,163137,200667,128451,226375,48385,141340,74712,182981,81497,192681,178977,8168,1
257526,24,168809,0.18,6,-1,4,0,1,-1,23641,45617,98811,266024,21015,328887,180321,130202,71784,136204,186490,125266,2
289026,49,32261,0.99,8,4,5,3,2,-2,14266,165027,140836,302923,92336,275151,112886,97816,195064,66995,69897,90336,2
691800,26,174690,0.75,4,5,4,1,3,-2,172404,104402,336243,271688,192747,29460,59165,38189,139349,107444,172206,15433,2
116786,34,53868,0.16,3,8,6,8,1,4,298485,210246,222928,115733,95772,235301,81244,97960,82252,26379,149073,124723,2
316902,52,152584,0.03,4,7,1,-1,6,6,295637,246912,336462,322600,166331,79530,101926,47597,47178,56170,46024,157219,2
414811,65,109019,0.34,2,7,8,8,6,3,4432,92162,334045,472398,157035,10934,184080,132668,768,195048,122782,153176,1
510915,33,49329,0.55,0,2,-1,5,5,6,100662,433888,425003,158966,362169,150787,77931,198236,163816,38833,54149,113691,1
682407,19,102367,0.94,4,6,5,0,8,6,463359,40038,469513,147068,233065,375666,151748,159552,151140,63311,158057,60544,2
412301,60,188143,0.13,1,3,7,1,4,-1,300524,354238,438183,94410,384922,365746,82205,157207,146104,100965,187989,171568,1
132673,48,66306,0.44,5,0,-2,-2,-1,1,380995,316647,497359,320475,355762,493204,56207,61705,2604,82180,27404,197166,1
409783,33,31587,0.18,2,0,-1,8,2,0,267541,81181,446735,295558,269215,472182,1196,137176,39950,115805,195940,164784,1
202904,64,36060,0.07,2,1,2,-2,0,8,425879,440106,79488,183114,370679,57130,102158,80533,196939,172135,21613,97369,1
969372,50,91367,0.6,2,4,8,4,0,3,189203,78691,371268,80302,471485,452827,7212,31538,192032,194178,62764,65674,1
309111,38,37463,0.1,3,3,8,0,-2,4,362911,478031,139836,123894,248905,143465,83549,77893,37720,101709,88025,162150,2
689157,34,61748,0.72,1,1,6,7,7,3,124730,223335,445468,338552,460129,218082,97442,3685,103678,104891,138137,84491,2
493881,52,166165,0.55,-1,3,3,8,6,8,490619,239552,239428,386440,239580,91904,75765,166012,162768,198418,22108,127288,1
294944,68,128632,0.23,3,0,2,-1,1,1,272254,498784,338385,430372,173070,375331,93982,185658,60314,18568,38386,120309,2
485078,69,110080,0.79,-2,6,3,-1,6,6,180054,325166,115926,211713,174132,29986,161201,99831,93494,54503,23668,166762,2
331872,24,103890,0.7,1,8,5,4,6,3,69888,95059,251077,156054,265695,391803,61779,63062,113489,130191,16458,121638,2
939974,46,126128,0.63,3,5,3,4,8,6,326042,399655,419646,45169,200431,201513,126954,74358,192298,139404,149753,117065,1
929997,28,126559,0.21,-2,-2,4,3,7,6,478557,27427,274932,99690,453432,349262,40727,110700,6546,171243,130157,53762,0
483073,47,111282,0.71,3,3,3,1,1,4,84463,69699,327559,474754,259390,162080,42876,174560,190535,77908,102564,56989,2
471399,35,89261,0.54,3,-1,0,6,1,3,209591,192354,219809,240772,186006,226253,170404,90213,132348,117685,37540,141855,1
531537,63,69214,0.53,0,8,8,4,2,7,268304,143437,75830,344396,27420,405926,97455,27918,125726,55921,104989,23688,1
833842,33,122235,0.12,-2,-1,4,-1,1,1,321665,110506,389604,418067,171298,79654,46676,50169,68213,51883,192903,174640,0
462156,23,106950,0.14,0,7,7,4,3,6,270886,60626,151896,179927,318711,79639,186521,109179,139111,13787,113597,90508,0
699307,19,194403,0.03,8,4,7,1,2,1,417731,97078,205799,183293,257232,74802,79250,102752,10153,174773,29566,99148,2
448496,60,160273,0.25,-2,0,0,3,0,1,361511,10986,65763,439112,399869,164481,65565,191243,99766,78005,5100,149233,0
152548,60,33696,0.49,5,-2,-2,6,1,1,213468,124558,423507,333782,332845,73345,173628,197014,124635,172606,27222,110713,1
445380,27,173577,0.36,4,8,2,6,6,-1,310968,103555,307481,5432,284548,211472,24567,67403,122793,29758,149267,135713,1
433433,21,56333,0.71,0,7,0,3,8,7,408150,87974,306639,449842,25183,241687,198201,170199,27420,152031,147866,132746,2
535940,66,59908,0.41,5,6,5,8,2,6,431060,15788,287139,72879,5001,494839,60761,51871,118172,9671,27218,56024,1
818813,27,34042,0.09,1,8,3,1,5,-2,211734,482795,424198,197899,250975,187758,93762,155074,103594,76602,80111,112310,1
441212,26,108606,0.72,7,3,0,4,-1,5,362231,245358,183112,248894,159897,156850,15392,103997,9511,48563,83439,193988,2
391768,62,80106,0.18,-1,-2,6,0,-2,0,300153,239016,123808,204824,63347,198288,99361,161481,76182,3593,113139,107867,0
723765,60,166771,0.32,3,6,2,1,0,7,429014,155470,30905,419269,121174,437773,104204,168405,43322,180763,109887,93329,1
577109,59,196724,0.5,6,0,3,4,-2,5,59146,364806,198895,279934,166354,62292,177360,70461,809,103278,39967,43217,1
367234,41,112178,0.55,4,6,6,6,2,2,132925,356817,259957,122090,391543,400727,115793,56217,5562,44331,85110,114401,1
465732,22,60679,0.29,2,-1,-1,0,5,0,255296,20289,488856,192404,30781,320431,74753,7407,4501,3592,21273,126258,1
977977,52,180852,0.46,0,-2,-1,0,7,6,450902,118486,379775,492125,333233,244425,125668,110972,102744,120445,119349,67011,1
882886,21,156216,0.07,2,4,-2,-1,-2,-2,160115,26628,180117,211766,412346,116286,121592,164003,153952,189457,5619,113854,1
223602,52,86391,0.16,4,7,6,4,2,-2,127521,340528,319137,468090,161770,67171,90069,25226,128876,20807,114407,164415,2
154273,59,39575,0.6,0,-1,6,-2,2,-1,227674,371402,55080,159451,60224,57165,73149,14845,65074,7136,80876,7580,1
306196,30,192001,0.0,8,0,7,1,6,3,212629,423677,32270,163934,85014,377244,106852,163078,106813,184228,20130,23703,2
940904,54,111266,0.18,-1,4,5,2,-1,1,495122,242647,130112,492749,60543,119704,125486,72094,97506,191614,155062,184638,0
273626,49,179370,0.63,3,-2,1,3,4,6,48101,309910,68679,487252,254674,439668,106841,129318,155905,166318,110006,61656,1
260704,62,133835,0.23,8,5,4,0,3,0,360225,209992,370402,89233,481302,257744,81093,178009,112828,181952,144812,116889,2
286579,18,159588,0.82,5,4,0,-1,4,-1,393458,400756,267321,218430,199346,165175,84031,185746,138891,54697,94874,175330,2
992302,28,34086,0.39,4,0,8,3,2,0,321528,116669,230781,118269,233504,22092,116258,112032,162278,186749,42275,29642,1
444079,43,73921,0.71,1,2,1,-1,-2,1,484599,47873,79160,84417,457424,71760,100337,137217,98222,199626,40586,121634,2
590436,20,176123,0.89,8,8,5,2,-1,5,123610,322728,106269,442063,493438,258695,90745,87986,137649,44661,62465,141661,2
136545,66,16631,0.45,1,-1,8,6,3,3,228453,423503,132397,321649,116122,52319,19040,133871,79089,110441,14873,167074,1
104459,68,170301,0.68,1,-1,1,4,-1,6,174051,345934,161572,240437,76511,30824,80333,81636,53802,118909,159364,179351,1
788705,30,138775,0.84,2,6,7,6,6,-2,425157,323474,228366,31850,304467,138934,12006,37034,116060,154475,194621,3759,2
920656,49,106468,0.25,4,7,7,0,5,8,146716,233282,228259,412495,163721,57967,77698,69878,70447,153480,147852,120786,2
378333,65,65771,0.89,7,-1,7,4,5,8,338553,200654,237224,153269,23491,5418,52599,177205,67836,125596,37030,180575,2
567255,67,129480,0.86,6,6,6,0,8,7,3861,395346,245027,240367,36658,73911,83088,195388,101918,89340,110421,20166,2
451345,40,164326,0.06,5,8,-1,3,1,3,154160,177562,421272,318800,308864,409977,17922,149878,119397,44127,144723,21238,2
141954,69,181086,0.47,-2,2,8,1,-1,-1,203185,444694,182160,53829,337744,200587,105588,191896,99403,92929,65301,27877,1
859550,40,155726,0.11,5,-2,8,3,3,2,127806,201601,1176,273704,174441,499381,61954,146220,116865,177704,107735,21808,2
705803,68,107074,0.89,-2,1,-2,8,-2,8,493385,190895,90094,266032,193385,434131,54673,38667,66577,119930,128100,148218,2
994545,47,135881,0.24,8,7,7,4,2,2,217966,192182,427631,473720,184226,414064,29181,74392,170315,161678,179438,126608,2
663667,23,131051,0.37,2,1,3,8,-2,2,420116,300172,46932,214222,215479,8166,37540,50633,137848,45052,39516,16692,1
333197,24,126227,0.94,6,6,3,0,3,1,271355,410643,179710,141793,88451,313245,140058,91468,80120,88394,127847,92020,2
932816,64,18602,0.56,1,0,3,5,8,0,2046,25400,81633,265831,150869,158852,164635,94326,132050,168502,174253,449,1
546626,47,56818,0.93,3,7,7,2,7,1,365426,293676,175883,32280,141612,162873,93790,136355,180950,121903,94538,129853,2
218276,54,108329,0.46,-2,5,-1,2,6,3,23004,111645,218020,198691,360205,496759,77298,172365,148026,168323,174851,28111,1
953977,65,42184,0.98,-2,8,-2,2,6,1,181539,218992,35021,447474,168971,414703,168744,175098,55738,25063,189674,159959,2
747600,49,93760,0.96,3,7,7,0,-1,3,303112,49163,300768,161125,202660,199698,16894,149329,138374,98243,147164,116816,2
282415,23,128038,0.02,4,-1,-1,3,8,4,409560,465594,233028,494876,213626,202093,21225,38443,162701,109719,156757,160181,2
963107,52,113679,0.41,4,0,5,-2,8,7,229074,112187,260047,23735,373507,5015,21556,96940,158819,122745,108794,23455,1
405893,49,162478,0.95,5,5,1,2,0,-2,174105,120394,486496,137646,220657,54715,24701,152175,182009,171516,48247,46540,2
504318,29,77539,0.81,-2,4,4,6,6,7,367386,28455,142985,230275,481959,264379,36962,149391,1973,45071,116946,40903,2
189363,21,83208,0.21,1,4,-2,6,-2,8,388613,461729,440201,408369,227369,107348,1477,84155,3701,142831,69231,11090,1
813942,49,93106,0.88,-1,1,1,8,-2,8,169120,216016,45005,233151,449637,476477,5345,163008,183244,184404,47169,38702,2
328429,52,179869,0.2,0,1,2,0,1,-1,36134,382170,342562,498388,429036,427709,111221,109214,164831,73378,106237,131639,0
373733,65,117679,0.94,-2,0,4,6,-1,1,28590,112153,460537,388145,67971,109112,106863,45538,133838,139306,196604,188804,2
63944,33,162848,0.08,7,7,4,1,7,3,45479,91477,486356,143847,148524,407118,70761,195954,39145,136263,131610,145857,2
675329,68,116821,0.95,3,-2,2,6,8,0,123070,230039,430577,277905,412882,422290,49997,164569,161108,120873,165823,143199,2
925308,32,195034,0.08,4,1,3,6,8,-2,363301,247521,21816,137695,289976,441191,195907,26382,149218,22828,128864,758,2
931993,58,106205,0.23,1,7,0,6,4,7,230699,329107,251290,72775,233457,199910,121203,114042,78505,191107,96999,92804,1
628679,69,139377,0.57,8,8,0,-2,6,8,32832,459280,51638,188330,321808,130753,190916,36637,35266,189423,119970,21334,1
51607,19,103044,0.19,6,-2,1,6,-2,8,105516,353785,245101,306400,259700,358338,43033,105805,12681,32026,133919,114603,2
310314,23,120805,0.39,1,7,2,7,-2,-2,284662,398799,65732,19229,41298,193139,178075,99161,14060,143595,27728,67896,1
52953,31,89211,0.17,8,5,6,3,7,1,386866,322575,155224,4811,152805,437090,148260,49917,45835,171626,73310,34114,2
619229,58,189889,0.56,7,4,5,0,6,5,83761,250475,423683,199895,403121,286714,197900,164466,166739,74571,61672,182092,1
776829,46,150995,0.61,2,8,8,-1,2,7,285397,112056,469176,245315,7301,442012,5036,26965,199535,153972,174820,30735,1
898115,59,109034,0.22,-2,3,-2,4,6,7,58211,17517,315580,424448,5468,220185,182250,4582,40574,80956,2779,93352,0
556741,43,41799,0.29,2,6,5,3,5,4,47871,468627,425808,218023,175582,208405,127961,157754,80332,87610,5439,62270,1
775578,35,64079,0.74,0,7,4,5,2,8,372456,189861,384320,186013,401931,450146,184591,195037,80332,175842,178833,10929,2
946020,64,114947,0.09,0,6,3,7,4,8,412072,466404,351621,499506,67504,72845,16430,166085,6041,197906,81767,111527,0
958512,21,101752,0.45,4,1,8,4,5,8,306182,212934,48942,491185,397972,100195,166207,148143,155403,112754,6942,20870,1
323298,54,17229,0.29,0,3,3,8,-2,3,458454,469439,335645,493407,191714,157208,49892,141860,196964,60136,103832,193656,0
961974,55,50237,0.41,1,-2,3,6,4,-1,410050,168470,394471,245975,196104,35884,183500,126022,52356,36722,147432,19951,1
714407,42,128298,0.84,1,5,-1,7,0,0,265929,31696,232236,35781,159,73208,133533,41426,12260,170296,192552,116737,2
662817,64,54364,0.98,0,3,8,4,4,7,251794,194154,395802,365451,499983,389290,137601,54170,170462,895,55555,137862,2
256946,69,31966,0.18,5,1,3,7,8,-1,86925,153859,323082,37166,468245,416585,97669,115341,161645,60093,25349,77853,2
588611,46,117423,0.06,7,6,6,-1,4,2,301496,316979,385681,146952,226893,354111,12512,195863,45125,113631,77316,10574,2
349837,51,179712,0.2,-2,5,5,6,7,2,72523,78832,303006,288647,156422,184202,189341,153991,105406,34579,27218,145882,0
764090,33,78989,0.87,8,1,4,6,8,6,171328,118299,413502,196824,196236,138780,152444,41226,4396,105924,81553,82251,2
311092,54,181223,0.88,6,1,1,2,4,-2,435004,263638,245691,179622,176696,129760,59536,188470,168616,188235,67353,193067,2
401314,47,39548,0.29,2,1,6,2,0,3,28519,95882,452677,219941,467185,56168,134158,109809,135679,86252,67034,24568,1
469508,40,117025,0.33,7,-2,4,6,7,0,177345,88045,249839,480948,447,443974,173198,63653,53657,7968,119095,21388,1
547303,53,41068,0.66,1,8,7,1,-2,8,254131,397099,473089,175665,395716,274439,123893,77931,70398,156421,170027,51029,1
619399,45,142982,0.34,4,0,-1,2,6,2,285844,409826,53795,328873,442921,309605,108636,19729,31902,72542,62923,165818,1
518897,18,127526,0.9,5,6,0,7,3,5,133020,119894,288233,15241,200172,202212,34896,101602,22370,33747,45143,5156,2
276325,25,28887,0.8,8,8,6,8,-1,5,490697,498008,436616,370559,210803,3689,169253,38968,70885,182131,106991,135226,2
351635,59,191268,0.36,5,0,6,1,7,5,193074,79850,447302,445706,469809,108235,24130,53419,150256,142449,34352,67653,1
623624,32,127627,0.97,3,3,-2,-2,2,1,153141,335504,130838,90517,432249,305571,62087,68997,132371,110897,73978,145392,2
66905,51,59278,0.74,5,2,7,0,0,3,297985,237067,121798,66058,262044,390411,78706,21035,62865,150808,49414,114330,2
80273,36,16094,0.76,7,6,-2,0,8,-1,280629,151418,324531,104951,83859,370169,196558,190923,126299,93120,49403,132565,2
175191,61,133695,0.96,-2,-1,0,8,8,0,42813,348075,159980,290048,443494,24413,126866,91343,34500,11481,126660,110904,2
428080,47,85023,0.43,8,1,6,0,1,8,286193,194332,223009,87610,158564,428043,186982,2140,157056,100972,40707,97591,1
207306,27,160386,0.04,1,0,-1,-2,-1,0,219787,245387,302527,331142,64971,4735,4700,177822,123094,89047,194729,117772,1
259957,61,66447,0.99,5,7,6,3,5,0,127373,445178,220086,73490,271735,396799,135948,122471,146163,196087,147386,193616,2
116538,44,188160,0.94,4,5,4,-2,2,4,133774,317543,23658,484008,130341,198117,88972,2783,16877,159720,196557,171316,2
154570,37,161341,0.97,0,0,4,-2,7,6,207373,169523,300005,437231,201458,81569,41339,112834,4445,135749,146506,84585,2
737933,42,36555,0.47,0,4,0,0,2,0,102350,89462,217150,54679,399890,152251,131326,144661,178897,157625,149346,189991,1
929771,26,164761,0.16,-1,-2,8,6,-2,-1,463259,52729,345895,78110,447039,340000,28142,74506,179903,51298,3707,129697,0
312025,57,168060,0.2,6,6,4,1,0,1,270631,388502,93052,229654,6716,130973,90403,120968,128238,58555,73710,135526,2
433276,51,105517,0.47,1,-2,4,-1,0,8,448145,397375,252701,337725,233009,125192,60910,187765,172944,110621,139746,96678,1
245392,38,101901,0.68,0,8,5,6,7,2,67278,458825,89567,443144,188881,214072,175284,82684,109669,26625,144222,120579,1
178993,41,107166,0.47,4,1,-2,-1,-2,5,243767,243130,250450,321393,245801,213549,96976,13260,178753,175032,98093,177628,1
847762,24,92497,0.39,6,0,4,7,3,-2,90167,187489,398010,145211,55850,285149,116042,160874,73655,90073,76181,155264,1
273112,21,21769,0.96,0,5,1,8,6,7,414232,66515,173051,74413,486057,394694,166676,74293,114161,5069,40937,67786,2
261588,68,55641,0.65,1,3,8,-1,-1,-1,314440,233943,447913,283996,189222,126853,66591,53912,14769,133616,89102,25063,1
908985,25,49870,0.41,-1,8,7,2,8,2,77206,73180,4394,359338,68264,349013,115558,160370,157285,72081,133128,120147,1
746713,30,46348,0.69,6,4,7,7,1,0,261852,13366,71251,210086,381654,425014,185357,135259,90305,137887,111196,155470,1
197083,38,18852,0.79,-1,-1,4,4,6,7,470527,61594,171142,66870,261957,330822,29855,117125,135844,52841,89601,164306,2
133537,52,140826,0.37,5,3,8,8,4,0,316965,102196,399458,455284,271879,465549,94266,117003,85605,199443,14959,101624,1
635273,22,99824,0.48,4,0,8,-2,3,0,121829,95506,452706,344974,359577,144059,8934,139243,14772,54288,13513,191325,1
591332,69,147525,0.64,4,4,4,6,3,6,443349,66593,235777,205978,494873,278390,61354,152545,175577,120918,148565,6867,1
481508,25,141561,0.64,5,5,0,-1,8,6,336249,440089,115457,291999,70168,247714,165263,21965,83613,32169,196315,145967,1
696592,19,66586,0.18,2,5,8,0,-1,0,246391,4734,495189,216348,239521,271401,67441,185186,3193,63437,10048,59264,1
186322,41,46912,0.5,3,8,4,6,8,3,55579,261050,90952,388449,363444,152989,128753,86421,173336,32280,168612,176445,1
308116,59,57140,0.26,3,8,7,2,0,-1,64561,23393,246306,431328,492599,114913,11644,62612,168926,121974,31405,118839,2
859721,33,179626,0.91,5,-2,2,8,6,0,26152,118936,282338,77310,471287,406641,90730,182320,110825,152463,69831,122996,2
83087,21,30195,0.5,6,6,0,2,6,0,366780,470982,407622,330496,72206,115097,50588,89420,158640,153331,87636,56675,1
125952,47,139718,0.77,1,2,-1,5,3,8,105488,283224,159123,311448,389672,127731,129725,50552,98172,46400,111227,55063,2
796055,63,153330,0.04,7,8,4,3,0,0,73512,422078,422493,245776,312266,440276,111245,176659,147307,102621,167225,70572,2
86368,47,180613,0.38,3,3,0,5,3,3,472525,428393,49587,170413,125974,380406,91176,53257,156952,87818,65618,6401,1
694936,52,33426,0.16,7,-1,0,6,8,1,355166,230593,296973,308279,257703,26507,42175,186176,191211,35547,147678,25100,2
907247,59,73968,0.39,8,6,2,3,0,7,233839,267483,174739,130151,324661,58229,147756,84143,29657,135266,53026,11160,1
140693,30,190604,0.8,7,-2,2,1,-1,5,293880,428584,344859,453712,455476,294840,49115,73940,72311,185420,28582,108893,2
504256,54,160578,0.93,6,3,7,-2,5,2,349374,268902,243692,299444,97438,121714,35048,27384,101509,191906,68891,99420,2
633188,66,30959,0.92,1,8,-1,3,8,-1,147899,429430,87021,417400,106857,303230,107051,129660,22526,102933,43636,20201,2
851926,66,166698,0.12,5,-2,4,2,6,5,296492,473474,24466,287827,273923,188709,81686,77683,157184,93119,3675,107348,2
428630,28,180465,0.3,7,0,7,3,6,-1,153347,115056,474196,448777,342365,419610,46920,156919,60285,93404,176092,101521,1
750526,36,32730,0.66,2,7,5,-1,5,4,357597,445502,202399,96744,226194,133981,67718,38982,48191,163221,87298,105863,1
272182,35,155378,0.2,8,2,-1,2,3,2,384730,214350,67317,282981,394901,287701,88361,63068,37480,136982,143795,104509,2
206405,34,15013,0.05,3,1,1,-2,1,7,181038,231379,43213,229569,485411,338257,95529,194048,15954,198223,183931,43133,2
869482,28,40747,0.95,4,7,3,0,0,5,426464,487910,177255,221246,14919,409459,72649,55146,178768,171641,69430,79661,2
672087,32,180666,0.33,6,0,-2,1,8,2,348188,452688,269485,207978,27600,66601,1877,65197,37718,41612,61999,85329,1
181016,25,43118,0.42,-1,8,-1,1,3,3,320549,311796,261257,441440,259717,447965,149726,170015,81796,66681,132534,73952,1
279147,61,44055,0.27,1,8,4,6,6,8,362579,185036,220900,430644,413101,2744,66856,110906,93349,129335,163655,172034,1
662545,46,102427,0.33,6,-2,6,-1,-2,5,213856,346776,404490,163388,236068,499904,49159,53437,53912,3883,25194,86737,1
98070,34,17561,0.96,-1,1,2,-1,-1,5,182644,491656,176261,261717,282121,370430,172464,137999,22807,99514,76679,43506,2
